,peak_id,peak_name,pk_name_2,location,height_m,himal,region,open,unlisted,trekking,restrict,country_host,country_status,year,season,expid,summiter_country,summiters
0,ACHN,Aichyn,"Aychin, Ashvin",Chandi Himal (SW of Changwathang),6055,Nalakankar/Chandi/Changla,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal only,Climbed,2015,Autumn,ACHN15301,Japan,"Hiroki Senda, et al"
1,AGLE,Agole East,Angole East,Rolwaling Himal (E of Tengi Ragi Tau),6675,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
2,AMAD,Ama Dablam,Amai Dablang,Khumbu Himal,6814,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal only,Climbed,1961,Spring,AMAD61101,"New Zealand, USA, UK","Mike Gill, Wally Romanes, Barry Bishop, Michael Ward"
3,AMOT,Amotsang,Amatson,Damodar Himal (NW of Pokharhan),6393,Damodar,Annapurna-Damodar-Peri,True,False,False,Opened in 2002,Nepal only,Climbed,2019,Autumn,,Germany,Jost Kobusch
4,AMPG,Amphu Gyabjen,,Khumbu Himal (N of Ama Dablam),5630,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal only,Climbed,1953,Spring,AMPG53101,UK,"John Hunt, Tom Bourdillon"
5,AMPH,Amphu I,,"Khumbu Himal (E of Amphu Laptsa, W of Baruntse)",6740,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal only,Climbed,2013,Autumn,AMPH13301,S Korea,"Ahn Il-Evn, An Chi-Young, Kim Young-Mi, Oh Young-Hoon"
6,AMPM,Amphu Middle,Amphu North,Khumbu Himal (NE of Amphu Laptsa),6202,Khumbu,Khumbu-Rolwaling-Makalu,False,True,False,Requires permit for Amphu I,Nepal only,Climbed,2008,Spring,AMPM08101,Germany,"Olaf Rieck, Alexander Graeber"
7,ANID,Anidesh Chuli,White Wave Peak,Kangchenjunga Himal (W of Kangbachen),6808,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
8,ANN1,Annapurna I,,Annapurna Himal,8091,Annapurna,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,1950,Spring,ANN150101,France,"Maurice Herzog, Louis Lachenal"
9,ANN2,Annapurna II,,Annapurna Himal,7937,Annapurna,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,1960,Spring,ANN260101,"UK, Nepal","Richard Grant, Chris Bonington, Ang Nyima Sherpa"
10,ANN3,Annapurna III,,Annapurna Himal,7555,Annapurna,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,1961,Spring,ANN361101,India,"Mohan S. Kohli, Sonam Gyatso, Sonam Girmi"
11,ANN4,Annapurna IV,,Annapurna Himal,7525,Annapurna,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,1955,Spring,ANN455101,W Germany,"Heinz Steinmetz, Harald Biller, Juergen Wellenkamp"
12,ANNE,Annapurna I East,,Annapurna Himal (ENE of Annapurna I),8026,Annapurna,Annapurna-Damodar-Peri,True,False,False,Requires permit for Annapurna I,Nepal only,Climbed,1974,Spring,ANNE74101,Spain,"Jose Manuel Anglada Nieto, Jorge Pons Sangines, Emilio Givis Abad"
13,ANNM,Annapurna I Middle,,Annapurna Himal (ENE of Annapurna I),8051,Annapurna,Annapurna-Damodar-Peri,True,False,False,Requires permit for Annapurna I,Nepal only,Climbed,1980,Autumn,ANNM80301,W Germany,"Udo Boening, Ludwig Greissl, Heinz Oberrauch"
14,ANNS,Annapurna South,"Annapurna Dakshin, Moditse",Annapurna Himal (S of Annapurna I and Fang),7219,Annapurna,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,1964,Autumn,ANNS64301,"Japan, Nepal","Shiochiro Uyeo, Mingma Tsering Sherpa"
15,APIM,Api Main,,Api Himal,7132,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,,Nepal only,Climbed,1960,Spring,APIM60101,"Japan, Nepal","Katsutoshi Hirabayashi, Gyaltsen Norbu Sherpa"
16,APIW,Api West,,Api Himal (W of Api),7076,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
17,ARDN,Ardang,Chyoro Ri,Phupharka Himal (NW of Simikot),6034,Nalakankar/Chandi/Changla,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal only,Climbed,2019,Autumn,ARDN19301,Canada,"Bryce Brown, Sunny Twelker"
18,ARNK,Arniko Chuli,Araniko Chuli,Mukut Himal (W Mustang near Tibetan border),6034,Mukut/Mustang,Dhaulagiri-Mukut,True,False,False,Opened in 2002,Nepal & China,Climbed,2002,Summer,ARNK02201,"Japan, Nepal","Tamotsu Ohnishi, Ang Phurba Sherpa, Dikki Sherpa"
19,ASAJ,Asajya Tuppa,,Gorakh Himal (ENE of Simikot on Tibetan border),6265,Nalakankar/Chandi/Changla,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
20,BAMO,Bamongo,,Rolwaling Himal (E of Chekigo on Tibetan border),6406,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal & China,Climbed,2013,Autumn,BAMO13301,"Nepal, China","Mingma Gyalje Sherpa, Yong Liu, Pema Chhiring/Chhiri Sherpa"
21,BARU,Baruntse,,Khumbu Himal (W of Makalu),7152,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal only,Climbed,1954,Spring,BARU54101,New Zealand,"Colin Todd, Geoff Harrow"
22,BAUD,Baudha,,Mansiri Himal (SE of Manaslu and Himalchuli),6672,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,,Nepal only,Climbed,1970,Spring,BAUD70101,Japan,"Yoshiyuki Kobayashi, Kiyoyasu Shibata"
23,BEDG,Beding Go,Bedding Go,Rolwaling Himal (N of Beding village on Tibetan border),6125,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal & China,Climbed,2015,Autumn,BEDG15301,"Nepal, Canada, Brazil, Ireland","Mingma Tshering/Tsiri Sherpa, Dean Carriere, Dino De Almeida Camargo, Cian O'Brolchain, Nima Gyalzen Sherpa, Pasang Tenzing Sherpa, Tshering Pemba Sherpa"
24,BHEM,Bhemdang Ri,Morimoto,Jugal Himal (SE of Shalbachum),6150,Langtang,Langtang-Jugal,True,False,False,,Nepal only,Climbed,1964,Spring,BHEM64101,"Japan, Nepal","Tetsuya Kondo, Soshiro Sasaki, Mingma Tshering Sherpa"
25,BHRI,Bhrikuti,Damodar Himal,Damodar Himal (NE of Thorong La near Tibetan border),6476,Damodar,Annapurna-Damodar-Peri,True,False,False,Opened in 2014,Nepal only,Climbed,1982,Spring,BHRI82101,"Japan, Nepal","Takashi Sakuma, Masanobu Tsuchiya, Tashi Jangbu Sherpa"
26,BHRS,Bhrikuti Shail,,Damodar Himal (NE of Thorong La on Tibetan border),6361,Damodar,Annapurna-Damodar-Peri,True,False,False,,Nepal & China,Climbed,2005,Spring,BHRS05101,"France, Nepal","Paulo Grobel, Denis Flaven, Bikram Singh"
27,BHUL,Bhulu Lhasa,,Kanjiroba Himal (NNW of Kanjiroba North),6102,Kanjiroba,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal only,Climbed,1964,Autumn,BHUL64301,"UK, Nepal","John Tyson, John Cole, Robert Kendall, Mingma Sherpa"
28,BIJO,Bijora Hiunchuli,,Jagdula Lekh (S of Kande Huinchuli),6111,Kanjiroba,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
29,BOBA,Bobaye,,Api Himal (S of Nampa),6808,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,,Nepal only,Climbed,1996,Autumn,BOBA96301,Slovenia,Tomaz Humar
30,BOKT,Boktoh,Bokta,Kangchenjunga Himal (SE of Jannu),6114,Kangchenjunga/Simhalila,Kangchenjunga-Janak,False,False,True,Opened in 2002,Nepal only,Climbed,1991,Spring,BOKT91101,Yugoslavia,"Marko Prezelj, Uros Rupar, Andrej Stremfelj"
31,BTAK,Bhairab Takura,Madiya,Jugal Himal (ENE of Dorje Lhakpa on Tibetan border),6799,Jugal,Langtang-Jugal,True,False,False,,Nepal & China,Climbed,1960,Spring,BTAK60101,"Japan, Nepal","Kunitoshi Ishihara, Yukihito Kato, Pasang Phutar Sherpa (I)"
32,BURK,Burke Kang,Burke Khang,Khumbu Himal (ENE of Hungchhi on Tibetan border),6942,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal & China,Climbed,2017,Autumn,BURK17301,"Ireland, Nepal","Noel Hanna, Samden Bhote, Nanda Dorje Sherpa, Pemba Tshering (Maila) Sherpa"
33,CBAM,Chhopa Bamare,Chomo Pamari,Rolwaling Himal (NW of Lamabagar on Tibetan border),6109,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal & China,Climbed,2019,Winter,CBAM18401,"USA, France","John Kelley, Benjamin Billet"
34,CHAB,Chabuk,Tsajirip,Ohmi Kangri Himal (E of Ohmi Kangri on Tibetan border),6792,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
35,CHAG,Chago,,Makalu Himal (NW of Makalu II on Tibetan border),6893,Makalu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal & China,Climbed,1954,Spring,CHAG54101,"New Zealand, Nepal","Michael Ball, Urkien Sherpa"
36,CHAK,Chako,,Damodar Himal (ESE of Bhrikuti Shail),6704,Damodar,Annapurna-Damodar-Peri,True,False,False,Opened in 2003,Nepal only,Climbed,2007,Summer,CHAK07201,"Japan, Nepal","Kazhisa Kamisaka, Akio Omura, Hari Bahadur Chaulagai, Ang Phuri Lama"
37,CHAM,Chamlang,,"Khumbu Himal (in Hongku Valley, SW of Makalu)",7321,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal only,Climbed,1962,Spring,CHAM62101,"Japan, Nepal","So Anma, Pasang Phutar Sherpa (I)"
38,CHAN,Changla,Changla Himal,Changla Himal (N of Jumla on Tibetan border),6563,Nalakankar/Chandi/Changla,Kanjiroba-Far West,True,False,False,,Nepal & China,Climbed,2010,Autumn,CHAN10301,Japan,"Hirofumi Kobayashi, Seiya Nakasukasa, Yuta Shibayama, Naoki Yamaguchi"
39,CHAW,Chaw Peak,Chaw East,Ohmi Kangri Himal (WNW of Ohmi Kangri on Tibetan border),6404,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
40,CHEK,Chekigo,,Rolwaling Himal (ENE of Beding village on Tibetan border),6121,Rolwaling,Khumbu-Rolwaling-Makalu,False,False,True,Opened in 2002 as trekking peak,Nepal & China,Climbed,2005,Spring,CHEK05101,"UK, Switzerland","Bruce Normand, Oliver von Rotz"
41,CHEO,Cheo Himal,,Peri Himal (ESE of Himlung Himal on Tibetan border),6820,Peri,Annapurna-Damodar-Peri,True,False,False,,Nepal & China,Climbed,1991,Autumn,CHEO91301,"Japan, Nepal","Dambar Bahadur Gurung, Shigeki Imoto, Ful Bahadur Rai, Pasang Tshering Sherpa"
42,CHIV,Chhiv Himal,Chhib Himal,Damodar Himal (SW of Saribang and WSW of Bhrikuti),6650,Damodar,Annapurna-Damodar-Peri,True,False,False,Opened in 2002,Nepal only,Climbed,2004,Autumn,CHIV04301,Japan,"Takeshi Wada, Mitsuhiro Koseki, Yubo Shibata, Takeo Yoshinaga"
43,CHKA,Chamar Kang,"Chharka, Kangtega","Mukut Himal (NW of Tsharka village, SE of Tingkyu village)",6060,Mukut/Mustang,Dhaulagiri-Mukut,False,True,False,,Nepal only,Climbed,2007,Autumn,CHKA07301,"Japan, Nepal","Tamotsu Ohnishi, Toshitsugi Irisawa, Koichi Kato, Chhepa Sherpa"
44,CHMN,Chamar North,Peak 23,Shringi Himal,7165,Ganesh/Shringi,Manaslu-Ganesh,True,False,False,Opened in 2014,Nepal only,Climbed,1953,Spring,CHMN53101,"New Zealand, Nepal","Maurice Bishop, Nyamgel Sherpa"
45,CHMR,Chamar,Shringi Himal,Shringi Himal (SSE of Chamar),7161,Ganesh/Shringi,Manaslu-Ganesh,True,False,False,,Nepal only,Unclimbed,0,Unknown,,,Unclimbed?
46,CHND,Chandi Himal,,Chandi Himal (NE of Simikot on Tibetan border),6142,Nalakankar/Chandi/Changla,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
47,CHNG,Changdi,,Palchung Himal (SE of Kanti Himal peak on Tibetan border),6623,Kanti/Palchung,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
48,CHOB,Chobuje,"Chobutse, Tsoboje",Rolwaling Himal (NE of Tsho Rolpa),6686,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal only,Climbed,1972,Spring,CHOB72101,W Germany,"Wolfgang Weinzierl, Peter Vogler, Gustav Harder, Klaus Harder"
49,CHOL,Cholatse,"Tsolatse, Jobo Lhaptshan",Khumbu Himal (N of Tawoche),6423,Khumbu,Khumbu-Rolwaling-Makalu,False,False,True,Converted to trekking peak in 2002,Nepal only,Climbed,1982,Spring,CHOL82101,"USA, UK","John Roskelley, Galen Rowell, Vern Clevenger, Bill O'Connor"
50,CHOP,Cho Polu,,"Khumbu Himal (S of Shartse, N of Baruntse)",6700,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal only,Climbed,1984,Autumn,CHOP84301,Spain,Nil Bohigas Martorell
51,CHOY,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal & China,Climbed,1954,Autumn,CHOY54301,"Austria, Nepal","Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
52,CHRE,Churen Himal East,,Dhaulagiri Himal (NW of Dhaulagiri VI),7371,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,One permit for Churen Himal's three summits,Nepal only,Climbed,1970,Spring,CHRE70101,"S Korea, Nepal","Kim Ho-Sup, Rinsing Ongyal Sherpa"
53,CHRI,Chhukung Ri,,Khumbu Himal (S of Lhotse),5550,Khumbu,Khumbu-Rolwaling-Makalu,False,False,True,Opened in 1997; converted to trekking peak in 2002,Nepal only,Climbed,1965,Spring,CHRI65101,Netherlands,Johannes Adolf Noordijk
54,CHRW,Churen Himal West,,Dhaulagiri Himal (NW of Dhaulagiri VI),7371,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,One permit for Churen Himal's three summits,Nepal only,Climbed,1970,Autumn,CHRW70301,"Japan, Nepal","Kozo Hasegawa, Ang Norbu Sherpa"
55,CHUB,Chhuboche,,Damodar Himal (NNE of Pisang Peak),5606,Damodar,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,2013,Autumn,CHUB13301,UK,"Brian Jackson, Hugh Wrightson, Pasang Sherpa, Tendi Wangya"
56,CHUG,Chukyima Go,Chugimago,Rolwaling Himal (WSW of Tesi Laptsa),6258,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal only,Climbed,2014,Autumn,CHUG14301,Slovenia,"Domen Kastelic, Sam Hennessey"
57,CHUK,Chhukung Tse,Chhukung Chuli,Khumbu Himal (S of Lhotse),5833,Khumbu,Khumbu-Rolwaling-Makalu,False,False,True,,Nepal only,Climbed,1953,Spring,CHUK53101,"UK, Nepal","John Hunt, Tenzing Norgay Sherpa"
58,CHUL,Chulu Central,Chulu East,Damodar Himal (E of Thorong La),6584,Damodar,Annapurna-Damodar-Peri,False,False,True,,Nepal only,Climbed,1955,Spring,CHUL55201,W Germany,"Heinz Steinmetz, Harald Biller, Fritz Lobbichler, Juergen Wellenkamp"
59,CHUM,Chumbu,,Khumbu Himal (WSW of Khangri Shar near Tibetan border),6859,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
60,CHUR,Churen Himal Central,,Dhaulagiri Himal (NW of Dhaulagiri VI),7385,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,One permit for Churen Himal's three summits,Nepal only,Climbed,1970,Autumn,CHUR70301,Japan,"Masayoshi Fukui, Kozo Hasegawa"
61,CHUW,Chulu West,,Damodar Himal (E of Thorong La),6419,Damodar,Annapurna-Damodar-Peri,False,False,True,,Nepal only,Climbed,1952,Autumn,CHUW52301,Japan,"Kinji Imanishi, Kazuhiko Hayashi, Sasuke Nakao, Jiro Taguchi, Masataka Takagi, Sakuta Takebushi"
62,CHWT,Changwathang,,Chandi Himal (S of Tibetan border),6130,Nalakankar/Chandi/Changla,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal only,Climbed,2000,Summer,CHWT00201,"Japan, Nepal","Tamotsu Ohnishi, Koji Mizutani, Nobuo Akayama, Takehiko Yanagihara, Chuldim Nuru Sherpa, Dawa Sherpa"
63,CPHU,Chhochenphu Himal,,Ohmi Kangri Himal (SW of Pabuk Kang near Tibetan border),6260,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2014,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
64,CTSE,Changtse,Everest North Peak,North of Everest (in Tibet),7583,Khumbu,Khumbu-Rolwaling-Makalu,False,True,False,Peak entirely within China,China only,Climbed,1982,Spring,CTSE82301,W Germany,Udo Zehetleitner
65,DANG,Danga,,"Ohmi Kangri Himal (WNW of Lhonak, E of Nupchu)",6220,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Climbed,2002,Autumn,DANG02301,Denmark,"Allan Christensen, Bo Belvedere Christensen, Jan Mathorne"
66,DANS,Danphe Shail,Danfe Shail,Palchung Himal (N of Kanjiroba on Tibetan border),6103,Kanti/Palchung,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal & China,Climbed,2017,Autumn,DANS17301,"France, Nepal","Sonia Baillif, Etienne De Fleurian, Laurence De Fleurian, Paulo Grobel, Jean Males, Etienne Principaud, Bernard Vallet, Dipen Bhote, Dhan Magar, Anil Rai"
67,DGAR,Dhaulagari,Dhaulasiri,"Raksha Urai Himal (E of Bobaye, S of Raksha Urai)",6638,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
68,DHA1,Dhaulagiri I,,Dhaulagiri Himal,8167,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,,Nepal only,Climbed,1960,Spring,DHA160101,"Switzerland, Austria, W Germany, Nepal","Peter Diener, Kurt Diemberger, Albin Schelbert, Ernst Forrer, Nima Dorje Sherpa, Nawang Dorje Sherpa"
69,DHA2,Dhaulagiri II,,Dhaulagiri Himal (NW of Dhaulagiri I),7751,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,,Nepal only,Climbed,1971,Spring,DHA271101,"Austria, USA, Nepal","Adolf Huber, Ronald Fear, Adi Weissensteiner, Jangbu Sherpa"
70,DHA3,Dhaulagiri III,"Nalu, Naula",Dhaulagiri Himal (SW of Dhaulagiri II),7715,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,,Nepal only,Climbed,1973,Autumn,DHA373301,W Germany,"Klaus Schreckenbach, Gerhard Haberl, Hans Saler"
71,DHA4,Dhaulagiri IV,,Dhaulagiri Himal (W of Dhaulagiri V),7661,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,,Nepal only,Climbed,1975,Spring,DHA475101,Japan,"Shiro Kawazu, Etsuro Yasuda"
72,DHA5,Dhaulagiri V,,Dhaulagiri Himal (SW of Dhaulagiri III),7618,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,,Nepal only,Climbed,1975,Spring,DHA575101,"Japan, Nepal","Masaaki Morioka, Pemba Tsering Sherpa"
73,DHA6,Dhaulagiri VI,,Dhaulagiri Himal (WSW of Dhaulagiri IV),7268,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,,Nepal only,Climbed,1970,Spring,DHA670101,Japan,"Shiro Kawazu, Shoichi Kimura, Hisazumi Nakamura, Seijiro Yamamura"
74,DHAM,Dhampus,"Thapa Peak, Marpha Peak",Mukut Himal (NE of Dhaulagiri I and Tukuche),6012,Mukut/Mustang,Dhaulagiri-Mukut,True,False,False,,Nepal only,Climbed,1960,Spring,DHAM60101,Austria,Kurt Diemberger
75,DHEC,Dhechyan Khang,,Damodar Himal (ESE of Gaugiri on Tibetan border),6019,Damodar,Annapurna-Damodar-Peri,True,False,False,Opened in 2014,Nepal & China,Climbed,2018,Spring,DHEC18101,"Austria, Germany, Nepal","Wolfgang Drexler, Martin Thallmair, Lawang Tamang, Yokachi Tamang"
76,DING,Dingjung North,"Kangkuru, Rima Mancho",Rolwaling Himal (S of Pangbuk Ri on Tibetan border),6249,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal & China,Climbed,1955,Spring,DING55101,UK,"Peter Boultbee, Dennis Davis"
77,DINS,Dingjung Ri,Dingjung Ri South,Rolwaling Himal (S of Pangbuk Ri on Tibetan border),6196,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal & China,Climbed,2008,Spring,DINS08101,Japan,"Kenro Nakajima, Hiroki Yamamoto"
78,DOGA,Dogari,,Dhaulagiri Himal (WNW of Putha Hiunchuli),6536,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,Opened in 2003,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
79,DOLM,Dolma Khang,Tseringma,Rolwaling Himal (SE of Gaurishankar on Tibetan border),6332,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal & China,Climbed,1980,Spring,DOLM80101,"Australia, Nepal","Graham Brammer, Paul Richards, Shambu Tamang"
80,DOMK,Dome Kang,,Jongsang Himal (ESE of Jongsong on Indian border),7264,Jongsang,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal & India,Climbed,2009,Spring,DOMK09101,"Spain, Nepal","Emilio Lagunilla, Carlos Soria, Chhang Dawa Sherpa, Karma Gyalzen Sherpa, Halung Dorchi Sherpa"
81,DOMO,Domo,Jongsang SE Peak,Jongsang Himal (SE of Jongsong on Indian border),7447,Jongsang,Kangchenjunga-Janak,False,True,False,,Nepal & India,Climbed,1930,Spring,DOMO30101,"Germany, Nepal","Guenter Dyhrenfurth, Lewa Sherpa"
82,DORJ,Dorje Lhakpa,,Jugal Himal (near Tibetan border),6966,Jugal,Langtang-Jugal,True,False,False,,Nepal only,Climbed,1981,Autumn,DORJ81301,"Japan, Nepal","Kunio Kataoka, Makoto Anbe, Kazunari Murakami, Eiichi Shingyoji, Pemba Tsering Sherpa"
83,DRAG,Dragmorpa Ri,"Thakmarpo Ri, Panaya Tippa",Langtang Himal (SW of Tilman's Col on Tibetan border),6185,Langtang,Langtang-Jugal,True,False,False,,Nepal & China,Climbed,2013,Spring,DRAG13101,Russia,Roman Gretzky
84,DRAN,Drangnag Ri,Thaknak Ri,Rolwaling Himal (N of Tesi Laptsa near Tibetan border),6757,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal only,Climbed,1995,Spring,DRAN95101,"Norway, UK, Nepal","Chris Bonington, Ralph Hoibakk, Bjorn Myrer-Lund, Lhakpa Gyalu Sherpa, Pema Dorje Sherpa"
85,DROM,Drohmo,"Domo, Longridge Peak",Jongsang Himal (NNW of Kangchenjunga),6881,Jongsang,Kangchenjunga-Janak,True,False,False,Opened in 1997,Nepal only,Unclimbed,0,Unknown,,,Main summit unclimbed
86,DUDH,Dudh Kundali,"Dui Tal Chuli, Two Lakes Peak",Jagdula Lekh (S of Kanjiroba Himal),6045,Kanjiroba,Kanjiroba-Far West,True,False,False,,Nepal only,Climbed,1953,Autumn,DUDH53301,"Austria, Nepal, India","Herbert Tichy, Ajiba Sherpa, Gyalzen Sherpa, Pasang Dawa Lama, Pemba Sherpa"
87,DWIJ,Dwijen Himal,,Shringi Himal (NE of Ghap village on Tibetan border),6169,Ganesh/Shringi,Manaslu-Ganesh,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
88,DZA2,Dzanye II,,Janak Himal (S of Danzye Peak),6318,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2014,Nepal & China,Climbed,2015,Autumn,DZA215301,Japan,"Takanori Mashimo, Kotaro Myatsu, Kenta Kimura, Shinnosuke Ashikari, Shun Katsurai, Takehiro Nozawa"
89,DZAN,Dzanye,Dzanaye,Janak Himal (WNW of Lashar I on Tibetan border),6581,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,,Nepal & China,Climbed,1949,Spring,DZAN49101,Switzerland,"Alfred Sutter, Rene Dittert, Annelies Lohner, Jacob Pargaetzi-Almer, Edouard Wyss-Dunant"
90,DZAS,Dzasampatse,,Khumbu Himal (S of Pasang Lhamu Chuli),6295,Khumbu,Khumbu-Rolwaling-Makalu,False,True,False,,Nepal only,Climbed,2004,Autumn,DZAS04301,Slovenia,"Urban Azman, Tadej Golob"
91,EKRA,Ek Rate Danda,,"Khumbu Himal (in Hongku Valley, S of Chamlang)",6213,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
92,EVER,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8850,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal & China,Climbed,1953,Spring,EVER53101,"New Zealand, India","Edmund Hillary, Tenzing Norgay Sherpa"
93,FANG,Fang,"Varaha Shikhar, Varaha Chuli, Finger",Annapurna Himal (SW of Annapurna I),7647,Annapurna,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,1980,Spring,FANG80101,"Austria, Nepal","Sepp Mayerl, Hermann Neumair, Ang Chepal Sherpa"
94,FIRN,Firnkopf,Firnkopf East,Saipal Himal (W of Saipal),6730,Saipal,Kanjiroba-Far West,True,False,False,,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
95,FIRW,Firnkopf West,,Saipal Himal (WSW of Firnkopf),6745,Saipal,Kanjiroba-Far West,True,False,False,,Nepal only,Climbed,1987,Autumn,FIRW87301,"Austria, W Germany, Nepal","Franz Kroell, Fritz Mross, Ang Chopal Sherpa"
96,FUTI,Futi Himal,,Damodar Himal (W of Bhrikuti),6425,Damodar,Annapurna-Damodar-Peri,False,True,True,,Nepal only,Climbed,2014,Spring,FUTI14101,Portugal,"Pedro Guedes Viera, Sandra Lima Dos Reis, Oldemiro Lima Fortunato, Frederico Mohilla Salomao"
97,GAMA,Gama Peak,,"Dhaulagiri Himal (N of Dhaulagiri VI, S of Junction Peak)",7187,Dhaulagiri,Dhaulagiri-Mukut,False,True,False,,Nepal only,Climbed,1970,Autumn,GAMA70301,Japan,"Goro Nabeyama, Katsuhiro Nakashima"
98,GAN1,Ganesh I,Yangra Kangri,Ganesh Himal (on Tibetan border),7422,Ganesh/Shringi,Manaslu-Ganesh,True,False,False,,Nepal & China,Climbed,1955,Autumn,GAN155301,"Switzerland, France","Raymond Lambert, Eric Gauchat, Claude Kogan"
