exp_id;peak_id;year;season;host;route1;route2;route3;route4;nation;leaders;sponsor;success1;success2;success3;success4;ascent1;ascent2;ascent3;ascent4;claimed;disputed;countries;approach;bc_date;summit_date;summit_time;summit_days;tot_days;term_date;term_reason;term_note;high_point;traverse;ski;parapente;camps;rope;tot_members;summit_members;summiter_deaths;tot_hired;summit_hired;hired_deaths;no_hired;o2_used;o2_none;o2_climb;o2_descent;o2_sleep;o2_medical;o2_taken;o2_unkwn;other_smts;campsites;accidents;achievment;agency;comrte;stdrte;primrte;primmem;primref;primid;chksum;peak_name;peak_height
EVER13159;EVER;2013;1;1;S Col-SE Ridge;;;;Nepal;Nisha Adhikari;;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Lukla->Namche->Pangboche->Pheriche->Lobuche->Gorakshep;17-04-13;21-05-13;0715;34;36;23-05-13;1;;8850;FALSE;FALSE;FALSE;4;0;1;1;0;1;1;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(17/04,5400m),C1(07-08/05,6000m),C2(09/05,6500m),C3(19/05,7300m,C4(20/05,8000m),Smt(21/05);;1st actress (cinema) to summit Everest;Seven Summit Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2462857;Everest;8850
EVER13153;EVER;2013;1;1;S Col-SE Ridge;;;;UK;Mark Wood;Skype Everest Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Lukla->Namche->Tengboche->Pheriche->Lobuche;15-04-13;16-05-13;;31;35;20-05-13;4;Abandoned at 8300m due to high winds, exhaustion, coldness;8300;FALSE;FALSE;FALSE;4;0;2;0;0;2;0;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(15/04,5300m),C1(20/04,5900m),C2(21/04,6300m),C3(15/05,9700m),C4(16/05,8000m),xxx(16/05,8300m);;;Snowy Horizon Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2462852;Everest;8850
HIML13101;HIML;2013;1;1;W Ridge;;;;France;Jean-Pierre Favre;Objectif 7000;TRUE;FALSE;FALSE;FALSE;47th;;;;FALSE;FALSE;;Bhulbhule->Jagat->Dharapani->Koto->Dharmasala->Kyang->Phu;06-05-13;14-05-13;1330;8;10;16-05-13;1;;7126;FALSE;FALSE;FALSE;3;0;6;1;0;3;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(06/05,4800m),C1(08/05,5365m),C2(11/05,6050m),C3(12/05,6345m),Smt(14/05);;;Khumbu Shangri-La Nepal;FALSE;FALSE;FALSE;FALSE;FALSE;;2458845;Himlung Himal;7126
HIML13301;HIML;2013;3;1;W Ridge;;;;New Zealand;Mark Morrison;Adventure Consultants Himlung Expedition 2013;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Switzerland, Italy, USA;Bhulbhule->Koto;21-09-13;29-09-13;;8;9;30-09-13;6;Abandoned at 6100m due to fatal avalanche;6100;FALSE;FALSE;FALSE;1;0;4;0;0;4;0;2;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(21/09,4800m),C1(28/09,5685m),xxx(29/09,6100m);Fatal avalance;;Himalayan Guides;FALSE;FALSE;FALSE;FALSE;FALSE;;2458983;Himlung Himal;7126
MANA13301;MANA;2013;3;1;NE Face;;;;UK;Brett Hammond;A Briton to Manaslu;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Samagaon;13-09-13;02-10-13;1000;19;22;05-10-13;1;;8163;FALSE;FALSE;FALSE;4;0;1;1;0;1;1;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(13/09,4800m),C1(17/09,5720m),C2(18/09,6350m),C3(30/09,6800m),C4(01/10,7400m),Smt(02/10);;;Ascent Himalayas;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
MANA13302;MANA;2013;3;1;NE Face;;;;Argentina;Sebastian Aldana;Argentina to Manaslu;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Arughat->Samagaon;18-09-13;02-10-13;;14;17;05-10-13;4;Abandoned at 7400m due to too much wind and snowfall;7400;FALSE;FALSE;FALSE;4;0;4;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(18/09,4700m),C1(21/09,5800m),C2(23/09,6400m),C3(01/10,6800m),C4(02/10,7400m),xxx(02/10,7400m);;;Thamserku Trekking;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
MANA13303;MANA;2013;3;1;NE Face;;;;Japan;Toshiyuki Kitamura;Adventure Guides Manaslu Expedition 2013;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Helicopter to Samagaon;13-09-13;02-10-13;0900;19;22;05-10-13;1;;8163;FALSE;FALSE;FALSE;4;0;7;7;0;6;6;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(13/09,4500m),C1(17/09,5500m),C2(22/09,6200m),C3(30/09,6900m),C4(01/10,7500m),Smt(02/10);;;Cosmo Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
MANA13305;MANA;2013;3;1;NE Face;;;;Pakistan;Muhammad Faizan;A Pakistani to Manaslu;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;  -   -;  -   -;;0;0;  -   -;0;;0;FALSE;FALSE;FALSE;0;0;1;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;Expedition Himalaya;TRUE;TRUE;FALSE;FALSE;FALSE;;3138;Manaslu;8163
MANA13306;MANA;2013;3;1;NE Face;;;;Israel;Nadav Ben Yehuda;An Israeli to Manaslu;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Samagaon;14-09-13;02-10-13;;18;21;05-10-13;4;Abandoned at 7400m due to too much wind and snowfall;7400;FALSE;FALSE;FALSE;4;0;1;0;0;1;0;0;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;BC(14/09,4700m),C1(17/09,5800m),C2(23/09,6400m),C3(01/10,6800m),C4(02/10,7400m),xxx;;;Thamserku Trekking;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
MANA13307;MANA;2013;3;1;NE Face;;;;Norway;Teodor Johansen;A Norwegian to Manaslu;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Samagaon;13-09-13;02-10-13;1000;19;22;05-10-13;1;;8163;FALSE;FALSE;FALSE;4;0;1;1;0;1;1;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(13/09,4800m),C1(17/09,5720m),C2(18/09,6350m),C3(30/09,6800m),C4(01/10,7400m),Smt(02/10);Nima Gyalzen fell into crevasse;;Ascent Himalayas;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
MANA13308;MANA;2013;3;1;NE Face;;;;Australia;Christine Burke;A Kiwi to Manaslu;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Samagaon;13-09-13;02-10-13;1000;19;22;05-10-13;1;;8163;FALSE;FALSE;FALSE;4;0;1;1;0;1;1;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(13/09,4800m),C1(17/09,5720m),C2(18/09,6350m),C3(30/09,6800m),C4(01/10,7400m),Smt(02/10);;;Himalayan Ascent;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
MANA13309;MANA;2013;3;1;NE Face;;;;UK;Phil Crampton;Altitude Junkies Manaslu Expedition 2013;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Australia, Belgium, S Africa, USA;;07-09-13;25-09-13;0830;18;19;26-09-13;1;;8163;FALSE;FALSE;FALSE;4;200;7;4;0;7;4;0;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;;BC(07/09,4700m),C1(14/09,5700m),C2(15/09,6400m),C3(23/09,6700m),C4(24/09,7400m),Smt(25/09);"Newton altitude sickness; Crampton's fall in crevasse";;Expedition Himalaya;TRUE;TRUE;FALSE;FALSE;FALSE;;2459699;Manaslu;8163
MANA13310;MANA;2013;3;1;NE Face;;;;France;Michael Beigbeder;Du Saleve au Manaslu 2013;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Samagaon;11-09-13;25-09-13;1130;14;18;29-09-13;1;;8163;FALSE;FALSE;FALSE;4;0;6;4;0;3;2;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(11/09,4900m),C1(15/09,5750m),C2(16/09,6350m),C3(18/09,6700m),C4(24/09,7400m),Smt(25/09);;;Khumbu Shangri-La Nepal;TRUE;TRUE;FALSE;FALSE;FALSE;;2459699;Manaslu;8163
MANA13311;MANA;2013;3;1;NE Face;;;;Australia;Alyssa Azar;Azar Manaslu Expedition 2013;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;27-09-13;04-10-13;;7;13;10-10-13;4;Abandoned at 6400m due to strong winds, heavy snow and bad weather;6400;FALSE;FALSE;FALSE;0;0;1;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;BC(27/09),C1(30/09,5700m),C2(04/10,6400m),xxx(04/10,6400m);;;Asian Trekking;TRUE;TRUE;FALSE;FALSE;FALSE;;2459708;Manaslu;8163
MANA13312;MANA;2013;3;1;NE Face;;;;Romania;Adrian Valean;Romanian Manaslu Expedition 2013;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;USA;Arughat->Sotikhola->Carlo Beni->Jagat->Dum->Namrung->Samagaon;12-09-13;02-10-13;;20;25;07-10-13;4;Abandoned at 7400m due to bad weather, snow and wind, alloted time over;7400;FALSE;FALSE;FALSE;4;40;4;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(12/09,4800m),C1(18/09,5700m),C2(19/09,6400m),C3(29/09,6900m),C4(02/10,7400m),xxx(02/10,7400m);;;Snowy Horizon Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
MANA13313;MANA;2013;3;1;NE Face;;;;S Korea;Chung Ei-Chul;Chung Ei-Chul Manaslu Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;  -   -;  -   -;;0;0;  -   -;0;;0;FALSE;FALSE;FALSE;0;0;1;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;Windhorse Trekking;TRUE;TRUE;FALSE;FALSE;FALSE;;3138;Manaslu;8163
MANA13314;MANA;2013;3;1;NE Face;;;;China;Zhang Wei;Chinese to Manaslu;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;11-09-13;25-09-13;1000;14;16;27-09-13;1;;8163;FALSE;FALSE;FALSE;3;0;5;4;0;5;5;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(11/09,4700m),C1(15/09,5700m),C2(23/09,6900m),C3(24/09,7400m),Smt(25/09);;;Seven Summit Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2459699;Manaslu;8163
MANA13315;MANA;2013;3;1;NE Face;;;;Russia;Oxana Morneva;International Manaslu Expedition;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Kyrgyz Republic;Bus to Arughat->Samagaon;20-09-13;02-10-13;1100;12;22;12-10-13;1;;8163;FALSE;FALSE;FALSE;3;0;5;1;0;3;3;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(20/09,4800m),C1(22/09,5700m),C2(30/09,6300m),C4(01/10,7500m),Smt(02/10);;;Dream Himalaya Adventures;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
CHOY13310;CHOY;2013;3;2;NW side;;;;Japan;Toru Shimada;Taro Treks Cho Oyu Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Nyalam->Tingri;07-09-13;21-09-13;;14;28;05-10-13;7;Abandoned at 7200m due to difficulty breathing;7200;FALSE;FALSE;FALSE;2;0;1;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;BC(07/09,5000m),ABC(10/09,5800m),C1(16/09,6400m),C2(21/09,7200m),xxx(21/09,7200m);;;Taro Treks (Monterosa Treks pmt);TRUE;TRUE;FALSE;FALSE;FALSE;;2462170;Cho Oyu;8188
MANA13317;MANA;2013;3;1;NE Face;;;;USA;Erik Thorvilson;Thor Manaslu Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Arughat->Soti Khola->Khorlabesi->Jagat->Deng->Namrung->Samagaon;12-09-13;02-10-13;;20;24;06-10-13;5;Abandoned at 7600m due to heavy wind and storm conditions;7600;FALSE;FALSE;FALSE;4;0;1;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;BC(12/09,4700m),C1(15/09,5700m),C2(19/09,6200m),C3(01/10,6800m),C4(02/10,7500m),xxx(02-03/10,7600m);;;Snowy Horizon Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
MANA13318;MANA;2013;3;1;NE Face;;;;Switzerland;Andrea Zimmermann;Wild Yak Manaslu Expedition 2013;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Samagaon;14-09-13;02-10-13;;18;21;05-10-13;4;Abandoned at 7450m due to too much wind and snowfall;7450;FALSE;FALSE;FALSE;4;0;2;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Plans Ama Dablam after Manaslu;BC(14/09,4700m),C1(16/09,5800m),C2(25/09,6400m),C3(26/09,6800m),C4(02/10,7450m),xxx;;;Wild Yak Expeditions;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
MANA13319;MANA;2013;3;1;NE Face;;;;UK;Chris Allewell;British Services 8000m Expedition to Manaslu;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Samagaon;14-09-13;09-10-13;;25;27;11-10-13;5;Abandoned at 7200m due to ropes covered in ice and unrecoverable;7200;FALSE;FALSE;FALSE;3;200;8;0;0;4;0;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;BC(14/09,4800m),C1(17/09,5700m),C2(22/09,6400m),C3(08/10,6800m),xxx(09/10,7200m);;;Mountain Experience;TRUE;TRUE;FALSE;FALSE;FALSE;;2459713;Manaslu;8163
MANA13320;MANA;2013;3;1;NE Face;;;;Italy;Mario Andrighettoni;;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Samagaon;13-09-13;02-10-13;;19;23;06-10-13;4;Abandoned at 7450m due to too much wind and snowfall;7450;FALSE;FALSE;FALSE;4;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(13/09,4700m),C1(15/09,5700m),C2(16/09,6400m),C3(01/10,6700m),C4(02/10,7450m),xxx;;;Prestige Adventure;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
MANA13321;MANA;2013;3;1;NE Face;;;;Austria;Markus Amon;Oesterreichische Manaslu Ski Expedition 2013;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Gorkha->Rupina La;14-09-13;25-09-13;1500;11;21;05-10-13;1;;8163;FALSE;TRUE;FALSE;3;0;4;3;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(14/09,4930m),C1(17/09,5650m),C2(22/09,6650m),C3(24/09,7450m),Smt(25/09);;;Langtang Ri Trekking;TRUE;TRUE;FALSE;FALSE;FALSE;;2459699;Manaslu;8163
MANA13324;MANA;2013;3;1;NE Face;;;;UK;Stuart Peacock;Adventure Peaks Manaslu Expedition 2013;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Iceland;Arughat->Soti->Machha Khola->Jagat->Deng->Namrung->Samagaon;14-09-13;24-09-13;;10;27;11-10-13;5;Abandoned at 7400m due to frozen rope on serac;7400;FALSE;FALSE;FALSE;3;0;7;0;0;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(14/09,4800m),C1(19/09,5780m),C2(24/09,6330m),C3(03/10,6800m),xxx(09/10,7100m);;;Makalu Adventure;TRUE;TRUE;FALSE;FALSE;FALSE;;2459698;Manaslu;8163
MANA13325;MANA;2013;3;1;NE Face;;;;Italy;Fabrizio Molignoni;Spedizione Alpinistica del Ligori Apoani Manaslu 2013;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Besisahar->Samagaon;12-09-13;02-10-13;;20;24;06-10-13;4;Abandoned at 7400m due to too much wind and snowfall;7400;FALSE;FALSE;FALSE;4;0;7;0;0;4;0;0;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;BC(12/09,4800m),C1(14/09,5700m),C2(18/09,6400m),C3(01/10,6900m),C4(02/10,7400m),xxx;;;Snowy Horizon Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
MANA13322;MANA;2013;3;1;NE Face;;;;Malaysia;Ravichandran Tharumalingam;Asian Trekking Manaslu Expedition 2013;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Samagaon;12-09-13;03-10-13;;21;24;06-10-13;4;Abandoned at 7400m due to too much wind and snowfall;7400;FALSE;FALSE;FALSE;4;0;1;0;0;1;0;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(12/09,4800m),C1(19/09,5300m),C2(23/09,6400m),C3(01/10,6850m),C4(02/10,7400m),xxx;;;Asian Trekking;TRUE;TRUE;FALSE;FALSE;FALSE;;2459707;Manaslu;8163
MANA13323;MANA;2013;3;1;NE Face;;;;Italy;Nicola Bonaiti;Mountain Kingdom Manaslu Autumn 2013;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;12-09-13;02-10-13;;20;24;06-10-13;4;Abandoned at 7440m due to bad weather;7440;FALSE;FALSE;FALSE;4;0;5;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;BC(12/09,4800m),C1(17/09,5800m),C2(18/09,6400m),C3(01/10,6800m),C4(02/10,7440m),xxx;;;Prestige Adventure;TRUE;TRUE;FALSE;FALSE;FALSE;;2459706;Manaslu;8163
AMAD12349;AMAD;2012;3;1;SW Ridge;;;;Australia;Matt Eaton;;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;UK;;  -   -;01-11-12;0900;0;0;  -   -;1;;6814;FALSE;FALSE;FALSE;0;0;2;1;0;2;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;Smt(01/11);;;Himalayan Ascent;TRUE;FALSE;FALSE;FALSE;FALSE;;2460990;Ama Dablam;6814
MANA11327;MANA;2011;3;1;NE Face;;;;France;Micheal Beigbeder;French Manaslu Expedition 2013;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Samagaon;22-09-11;30-09-11;;8;11;03-10-11;4;Abandoned at 7400m due to too much wind;7400;FALSE;FALSE;FALSE;0;0;6;0;0;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;BC(22/09,4900m),C1(26/09,5750m),C2(27/09,6350m),C3(29/09,6700m),C4(30/09,7400m),xxx;;;Khumbu Shangri-La Nepal;TRUE;TRUE;FALSE;FALSE;FALSE;;2458971;Manaslu;8163
MANA13304;MANA;2013;3;1;NE Face;;;;Turkey;Tunc Findik;Turk on Manaslu;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Samagaon;10-09-13;25-09-13;0930;15;17;27-09-13;1;;8163;FALSE;FALSE;FALSE;4;0;1;1;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(10/09,4900m),C1(14/09,5700m),C2(15/09,6400m),C3(23/09,6800m),C4(24/09,7400m),Smt(25/09);;;Seven Summit Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2459699;Manaslu;8163
EVER13110;EVER;2013;1;2;N Col-NE Ridge;;;;UK/USA;Adrian Crane;Monterosa International Everest Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Spain;;16-04-13;20-05-13;;34;37;23-05-13;7;Abandoned on 20 May due to exhaustion;7220;FALSE;FALSE;FALSE;0;0;4;0;0;1;0;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(16/04,5330m),IC(21/04,5800m),ABC(22/04,6400m),C1(18/07,7070m),xxx(20/05,7220m);;;Monterosa Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2462856;Everest;8850
CHOY13303;CHOY;2013;3;2;NW side;;;;USA;Dan Mazur;SummitClimb Cho Oyu Expedition 2013;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Finland, Germany, Netherlands, UK;;07-09-13;26-09-13;0900;19;22;29-09-13;1;;8188;FALSE;FALSE;FALSE;3;1800;7;6;0;2;2;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(07/09,4900m),ABC(10/09,5690m),C1(15/09,6400m),C1.5(17/09,6800m),C2(24/09,7100m),C3(25/09,7500m),Smt(26/09);;;Everest Parivar;TRUE;TRUE;FALSE;FALSE;FALSE;;2462175;Cho Oyu;8188
CHOY13305;CHOY;2013;3;2;NW side;;;;Germany;Dominik Mueller;Amical Alpin Cho Oyu Expedition 2013;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Austria, Spain;Kodari->Nyalam->Tingri;07-09-13;02-10-13;0700;25;29;06-10-13;1;;8188;FALSE;FALSE;FALSE;3;0;7;5;0;3;2;0;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;BC(07/09,5000m),ABC(10/09,5702m),C1(14/09,6400m),C2(20/09,7027m),C3(01/10,7500m),Smt(02/10);"Frostbite on all 10 fingers and 10 toes by Andreas Eckhart; on 3 fingers on right hand by Schmuck";;Thamserku Trekking;TRUE;TRUE;FALSE;FALSE;FALSE;;2462181;Cho Oyu;8188
CHOY13306;CHOY;2013;3;2;NW side;;;;Spain;Fernando Garrido;Aragon Aventura Cho Oyu Expedition 2013;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;10-09-13;01-10-13;0830;21;24;04-10-13;1;;8188;FALSE;FALSE;FALSE;3;0;5;4;0;2;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;BC(10/09,4800m),ABC(13/09,5700m),C1(18/09,6400m),C2(23/09,7150m),C3(30/09,7550m),Smt(01/10);;;Thamserku Trekking;TRUE;TRUE;FALSE;FALSE;FALSE;;2462180;Cho Oyu;8188
CHOY13307;CHOY;2013;3;2;NW side;;;;France;Laurent Vivien Raguet;Terres d'Adventure Cho Oyu Expedition 2013;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Nyalam->Tingri;10-09-13;01-10-13;0645;21;24;04-10-13;1;;8188;FALSE;FALSE;FALSE;3;0;6;2;0;3;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(10/09,4600m),ABC(13/09,5700m),C1(16/09,6400m),C2(22/09,7100m),C3(30/09,7500m),Smt(01/10);;;Adventure 6000;TRUE;TRUE;FALSE;FALSE;FALSE;;2462180;Cho Oyu;8188
CHOY13308;CHOY;2013;3;2;NW side;;;;UK;Adrian Ballinger;Alpenglow Cho Oyu Expedition 2013;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Russia;Nyalam->Tingri;09-09-13;25-09-13;1240;16;18;27-09-13;1;;8188;FALSE;TRUE;FALSE;2;0;2;2;0;3;2;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(09/09,4600m),ABC(11/09,5700m),C1(17/09,6400m),Smt(25/09);;;Himalayan Guides;TRUE;TRUE;FALSE;FALSE;FALSE;;2462174;Cho Oyu;8188
CHOY13309;CHOY;2013;3;2;NW side;;;;Germany;Stephan Keck;Kobler & Partner Cho Oyu Expedition 2013;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Austria;Lhasa->Tingri->CBC;07-09-13;01-10-13;0915;24;27;04-10-13;1;;8188;FALSE;FALSE;FALSE;3;400;7;6;0;3;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(07/09,5000m),ABC(09/09,5700m),C1(12/09,6350m),C2(19/09,7050m),C3(30/09,7450m),Smt(01/10);;;Active Holiday Nepal Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2462180;Cho Oyu;8188
MANA13316;MANA;2013;3;1;NE Face;;;;Slovakia;Juraj Rebro;Slovakian Manaslu;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Arughat->Samagaon;07-09-13;25-09-13;1530;18;20;27-09-13;1;;8163;FALSE;FALSE;FALSE;4;0;2;1;0;0;0;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;BC(07/09,4700m),C1(10/09,5700m),C2(14/09,6400m),C3(18/09,6800m),C4(24/09,7400m),Smt(25/09);;;Nepal Trans Himalayan Explorer;TRUE;TRUE;FALSE;FALSE;FALSE;;2459699;Manaslu;8163
PUMO13301;PUMO;2013;3;1;W Face;;;;Switzerland;Sebastien de Sainte Marie;Pumori Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;UK;Pangboche->Lobuche;15-09-13;27-09-13;;12;15;30-09-13;4;"Abandoned at 6100m due to bad weather and snow; no partner";6100;FALSE;TRUE;FALSE;0;200;3;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(15/09,5300m),ABC(19/09,5700m),xxx(27/09,6100m);;;Wild Yak Expeditions;FALSE;FALSE;FALSE;FALSE;FALSE;;2459971;Pumori;7138
MANA13332;MANA;2013;3;1;NE Face;;;;Poland;Ryszard Pawlowski;Patagonia Mountain Agency (PMA) Manaslu Expedition 2013;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Germany;;28-09-13;09-10-13;;11;15;13-10-13;4;Abandoned at 6800m due to bad weather;6800;FALSE;FALSE;FALSE;3;0;12;0;0;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(28/09,4800m),C1(01/10,5800m),C2(08/10,6400m),C3(09/10,6800m),xxx(09/10,6800m);;;Asian Trekking;TRUE;TRUE;FALSE;FALSE;FALSE;;2459758;Manaslu;8163
